Tracking Domain,Consent Category,Vendor Name,Tracker Type,Tracker Name,Tracker Purpose,Tracker Purpose (Source),Vendor Description,Tracker Duration
www.CLIENT_X.rs,Essential cookies (exempt from consent),CLIENT_X - Serbia,HTTP Cookie,p-gc35,"capture data about user behavior, interactions, or conversions related to a particular section of the website",FR Original File,"""CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.
<br><a href=https://www.CLIENT_X.co.uk/a-w/terms-of-use.html target=_blank aria-label=""""CLIENT_X - United Kingdom Terms and Conditions"""">Terms and Conditions</a>
<br><a href=https://www.CLIENT_X.co.uk/a-w/privacy-notice.html target=_blank aria-label=""""CLIENT_X - United Kingdom Data Subject Rights"""">Data Subject Rights</a>
<br>""",
www.CLIENT_X.rs,Essential cookies (exempt from consent),CLIENT_X - Serbia,HTTP Cookie,p-hc-catg,"capture data about user behavior, interactions, or conversions related to healthcare-related products or content.",FR Original File,"""CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.
<br><a href=https://www.CLIENT_X.co.uk/a-w/terms-of-use.html target=_blank aria-label=""""CLIENT_X - United Kingdom Terms and Conditions"""">Terms and Conditions</a>
<br><a href=https://www.CLIENT_X.co.uk/a-w/privacy-notice.html target=_blank aria-label=""""CLIENT_X - United Kingdom Data Subject Rights"""">Data Subject Rights</a>
<br>""",
www.CLIENT_X.rs,Essential cookies (exempt from consent),CLIENT_X - Serbia,HTTP Cookie,p-hc-specialty,"capture data about user behavior, interactions, or conversions related to specific healthcare specialties or product lines.",FR Original File,"""CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.
<br><a href=https://www.CLIENT_X.co.uk/a-w/terms-of-use.html target=_blank aria-label=""""CLIENT_X - United Kingdom Terms and Conditions"""">Terms and Conditions</a>
<br><a href=https://www.CLIENT_X.co.uk/a-w/privacy-notice.html target=_blank aria-label=""""CLIENT_X - United Kingdom Data Subject Rights"""">Data Subject Rights</a>
<br>""",
www.CLIENT_X.rs,Essential cookies (exempt from consent),CLIENT_X - Serbia,HTTP Cookie,T01-recentlyViewedProducts,enhance user navigation and engagement on the CLIENT_X website by providing quick access to recently viewed products,FR Original File,"""CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.
<br><a href=https://www.CLIENT_X.co.uk/a-w/terms-of-use.html target=_blank aria-label=""""CLIENT_X - United Kingdom Terms and Conditions"""">Terms and Conditions</a>
<br><a href=https://www.CLIENT_X.co.uk/a-w/privacy-notice.html target=_blank aria-label=""""CLIENT_X - United Kingdom Data Subject Rights"""">Data Subject Rights</a>
<br>""",
www.CLIENT_X.rs,Essential cookies (exempt from consent),CLIENT_X - Serbia,HTTP Cookie,user_country,Country cookie is used to display localized content based on a user's location.,FR Original File,"""CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.
<br><a href=https://www.CLIENT_X.co.uk/a-w/terms-of-use.html target=_blank aria-label=""""CLIENT_X - United Kingdom Terms and Conditions"""">Terms and Conditions</a>
<br><a href=https://www.CLIENT_X.co.uk/a-w/privacy-notice.html target=_blank aria-label=""""CLIENT_X - United Kingdom Data Subject Rights"""">Data Subject Rights</a>
<br>""",
acc.CLIENT_X.ru,Essential cookies (exempt from consent),CLIENT_X - Russia,JavaScript,blank (java),Javascript is used to download functionality from the vendor on the browser.,FR Original File,"""CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.
<br><a href=https://www.CLIENT_X.co.uk/a-w/terms-of-use.html target=_blank aria-label=""""CLIENT_X - United Kingdom Terms and Conditions"""">Terms and Conditions</a>
<br><a href=https://www.CLIENT_X.co.uk/a-w/privacy-notice.html target=_blank aria-label=""""CLIENT_X - United Kingdom Data Subject Rights"""">Data Subject Rights</a>
<br>""",
acc.CLIENT_X.ru,Essential cookies (exempt from consent),CLIENT_X - Russia,ETag,blank (etag),Etags are used to verify if your browser has the latest version of the asset on the server cached.,FR Original File,"""CLIENT_X is a Dutch diversified technology company focused on improving people's lives through major innovations in the areas of health care, consumer lifestyle and lighting. The company has specialized in heart care, intensive care and home health care; In energy-efficient lighting solutions and new lighting applications, as well as in shavers, personal care and oral health.
<br><a href=https://www.CLIENT_X.co.uk/a-w/terms-of-use.html target=_blank aria-label=""""CLIENT_X - United Kingdom Terms and Conditions"""">Terms and Conditions</a>
<br><a href=https://www.CLIENT_X.co.uk/a-w/privacy-notice.html target=_blank aria-label=""""CLIENT_X - United Kingdom Data Subject Rights"""">Data Subject Rights</a>
<br>""",
lighting.CLIENT_X.ru,Essential cookies (exempt from consent),Signify (formerly CLIENT_X Lighting),HTTP Cookie,_mkto_trk,To Store and track interaction.,FR Original File,"Signify was formerly CLIENT_X Lighting, which became a standalone company following its spin-off from Royal CLIENT_X in 2016. Signify is a lighting with recognized expertise in the development, manufacture and sale of innovative, energy-efficient lighting products, systems, and services.
<br><a href=https://www.signify.com/global/terms-of-use target=_blank aria-label=""Signify (formerly CLIENT_X Lighting) Terms and Conditions"">Terms and Conditions</a>
<br>",
lighting.CLIENT_X.ru,Essential cookies (exempt from consent),Signify (formerly CLIENT_X Lighting),HTTP Cookie,aam_uuid,Adobe Audience Manager  data management platform uses these cookies to assign a unique ID when a user visits a website.,TrustArc,"Signify was formerly CLIENT_X Lighting, which became a standalone company following its spin-off from Royal CLIENT_X in 2016. Signify is a lighting with recognized expertise in the development, manufacture and sale of innovative, energy-efficient lighting products, systems, and services.
<br><a href=https://www.signify.com/global/terms-of-use target=_blank aria-label=""Signify (formerly CLIENT_X Lighting) Terms and Conditions"">Terms and Conditions</a>
<br>",
lighting.CLIENT_X.ru,Essential cookies (exempt from consent),Signify (formerly CLIENT_X Lighting),HTTP Cookie,AMCV_XXX,"This is a pattern type cookie name associated with Adobe Marketing Cloud. It stores a unique visitor identifier, and uses an organisation identifier to allow a company to track users across their domains and services.",FR Original File,"Signify was formerly CLIENT_X Lighting, which became a standalone company following its spin-off from Royal CLIENT_X in 2016. Signify is a lighting with recognized expertise in the development, manufacture and sale of innovative, energy-efficient lighting products, systems, and services.
<br><a href=https://www.signify.com/global/terms-of-use target=_blank aria-label=""Signify (formerly CLIENT_X Lighting) Terms and Conditions"">Terms and Conditions</a>
<br>",729
lighting.CLIENT_X.ru,Essential cookies (exempt from consent),Signify (formerly CLIENT_X Lighting),HTTP Cookie,AMCVS_XXX,"This is a pattern type cookie name associated with Adobe Marketing Cloud. It stores a unique visitor identifier, and uses an organisation identifier.",FR Original File,"Signify was formerly CLIENT_X Lighting, which became a standalone company following its spin-off from Royal CLIENT_X in 2016. Signify is a lighting with recognized expertise in the development, manufacture and sale of innovative, energy-efficient lighting products, systems, and services.
<br><a href=https://www.signify.com/global/terms-of-use target=_blank aria-label=""Signify (formerly CLIENT_X Lighting) Terms and Conditions"">Terms and Conditions</a>
<br>",session
lighting.CLIENT_X.ru,Essential cookies (exempt from consent),Signify (formerly CLIENT_X Lighting),HTTP Cookie,com.adobe.alloy.getTld,Adobe Analytics Cookies,FR Original File,"Signify was formerly CLIENT_X Lighting, which became a standalone company following its spin-off from Royal CLIENT_X in 2016. Signify is a lighting with recognized expertise in the development, manufacture and sale of innovative, energy-efficient lighting products, systems, and services.
<br><a href=https://www.signify.com/global/terms-of-use target=_blank aria-label=""Signify (formerly CLIENT_X Lighting) Terms and Conditions"">Terms and Conditions</a>
<br>",
lighting.CLIENT_X.ru,Essential cookies (exempt from consent),Signify (formerly CLIENT_X Lighting),HTTP Cookie,s_cc,Used to check if the user's browser supports cookies.,FR Original File,"Signify was formerly CLIENT_X Lighting, which became a standalone company following its spin-off from Royal CLIENT_X in 2016. Signify is a lighting with recognized expertise in the development, manufacture and sale of innovative, energy-efficient lighting products, systems, and services.
<br><a href=https://www.signify.com/global/terms-of-use target=_blank aria-label=""Signify (formerly CLIENT_X Lighting) Terms and Conditions"">Terms and Conditions</a>
<br>",
lighting.CLIENT_X.ru,Essential cookies (exempt from consent),Signify (formerly CLIENT_X Lighting),HTTP Cookie,s_nr,The s_nr cookie is a part of Adobe Analytics and is a session cookie used to measure performance and site usage. This cookie does not contain any personal information. This is a first party cookie.,FR Original File,"Signify was formerly CLIENT_X Lighting, which became a standalone company following its spin-off from Royal CLIENT_X in 2016. Signify is a lighting with recognized expertise in the development, manufacture and sale of innovative, energy-efficient lighting products, systems, and services.
<br><a href=https://www.signify.com/global/terms-of-use target=_blank aria-label=""Signify (formerly CLIENT_X Lighting) Terms and Conditions"">Terms and Conditions</a>
<br>",
